CustID,Gender,AgeGroup,Purchase_Last_Quarter,Unique_Products_Purchased,Response_to_Campaign
100787,Female,>50,No,6,No
100788,Female,30-50,Yes,5,No
100789,Male,30-50,Yes,8,Yes
100790,Female,>50,Yes,10,Yes
100791,Male,30-50,Yes,13,No
100792,Male,<30,No,4,No
100793,Female,<30,Yes,13,No
100794,Female,30-50,Yes,7,Yes
100795,Male,>50,Yes,15,No
100796,Male,>50,Yes,10,No
100797,Female,>50,Yes,12,No
100798,Male,<30,Yes,5,No
100799,Male,<30,Yes,5,No
100800,Male,<30,Yes,10,Yes
100801,Male,30-50,No,7,Yes
100802,Female,30-50,Yes,6,Yes
100803,Male,>50,Yes,14,Yes
100804,Female,30-50,No,3,No
100805,Female,30-50,Yes,12,Yes
100806,Female,<30,Yes,10,Yes
100807,Male,<30,No,2,No
100808,Female,30-50,Yes,15,No
100809,Male,30-50,Yes,8,Yes
100810,Female,30-50,Yes,6,Yes
100811,Female,30-50,Yes,5,Yes
100812,Female,30-50,No,7,No
100813,Male,30-50,Yes,7,Yes
100814,Female,<30,Yes,15,No
100815,Male,<30,No,6,Yes
100816,Female,30-50,No,2,No
100817,Male,30-50,No,6,Yes
100818,Male,>50,No,4,No
100819,Female,<30,No,1,No
100820,Male,<30,No,4,No
100821,Male,30-50,No,3,Yes
100822,Male,30-50,No,1,No
100823,Female,>50,Yes,11,No
100824,Female,30-50,Yes,10,Yes
100825,Male,>50,Yes,9,No
100826,Female,>50,Yes,6,No
100827,Male,30-50,No,4,Yes
100828,Female,30-50,Yes,11,Yes
100829,Female,30-50,Yes,14,No
100830,Female,30-50,No,1,No
100831,Male,>50,Yes,7,Yes
100832,Female,>50,No,3,No
100833,Female,30-50,No,5,Yes
100834,Male,<30,Yes,11,No
100835,Female,30-50,No,3,Yes
100836,Male,30-50,Yes,6,No
100837,Male,30-50,Yes,10,No
100838,Male,<30,Yes,6,No
100839,Female,30-50,Yes,15,Yes
100840,Female,>50,Yes,9,No
100841,Female,30-50,Yes,11,Yes
100842,Female,30-50,Yes,14,Yes
100843,Female,30-50,Yes,7,Yes
100844,Female,<30,No,3,No
100845,Female,>50,No,4,No
100846,Female,30-50,No,2,Yes
100847,Male,>50,Yes,10,No
100848,Male,<30,Yes,12,No
100849,Male,30-50,Yes,14,Yes
100850,Female,>50,Yes,12,Yes
100851,Male,30-50,No,5,No
100852,Female,30-50,No,7,No
100853,Female,<30,No,1,No
100854,Male,30-50,Yes,9,No
100855,Female,30-50,Yes,5,No
100856,Female,30-50,Yes,8,No
100857,Female,30-50,No,5,Yes
100858,Female,30-50,No,4,No
100859,Female,30-50,Yes,12,Yes
100860,Female,30-50,No,2,No
100861,Female,<30,No,1,No
100862,Female,<30,No,4,No
100863,Female,>50,Yes,10,Yes
100864,Female,>50,Yes,14,No
100865,Male,<30,Yes,6,Yes
100866,Female,30-50,No,1,No
100867,Female,30-50,Yes,14,Yes
100868,Male,>50,Yes,9,No
100869,Female,<30,Yes,14,Yes
100870,Female,>50,Yes,11,Yes
100871,Male,<30,No,2,No
100872,Female,<30,Yes,14,No
100873,Female,>50,Yes,5,No
100874,Male,30-50,No,6,No
100875,Male,30-50,Yes,7,Yes
100876,Male,30-50,Yes,15,No
100877,Female,>50,No,5,No
100878,Male,30-50,No,6,No
100879,Male,30-50,Yes,9,No
100880,Female,>50,No,7,No
100881,Female,<30,Yes,9,Yes
100882,Female,>50,No,4,No
100883,Male,30-50,Yes,8,Yes
100884,Female,30-50,Yes,6,Yes
100885,Female,<30,Yes,14,No
100886,Female,30-50,Yes,8,No
100887,Female,30-50,Yes,5,Yes
100888,Male,<30,Yes,13,No
100889,Female,>50,Yes,6,No
100890,Female,30-50,Yes,9,Yes
100891,Female,30-50,No,6,No
100892,Female,30-50,No,6,No
100893,Male,30-50,Yes,14,Yes
100894,Male,30-50,Yes,15,Yes
100895,Male,>50,Yes,13,Yes
100896,Male,30-50,No,4,Yes
100897,Male,<30,Yes,15,No
100898,Female,30-50,Yes,14,No
100899,Male,<30,No,4,No
100900,Male,<30,Yes,5,No
100901,Female,30-50,Yes,5,No
100902,Male,>50,Yes,9,No
100903,Male,<30,Yes,5,No
100904,Male,>50,No,5,No
100905,Female,30-50,Yes,14,No
100906,Male,30-50,No,3,No
100907,Female,30-50,Yes,5,No
100908,Female,30-50,No,6,No
100909,Female,>50,Yes,13,No
100910,Female,30-50,Yes,9,Yes
100911,Male,30-50,No,4,No
100912,Female,30-50,No,4,Yes
100913,Female,<30,No,2,No
100914,Female,>50,Yes,10,Yes
100915,Female,<30,Yes,13,No
100916,Female,30-50,Yes,15,Yes
100917,Female,30-50,Yes,11,Yes
100918,Female,30-50,No,1,Yes
100919,Female,30-50,No,2,No
100920,Female,30-50,No,6,Yes
100921,Female,30-50,Yes,13,Yes
100922,Male,>50,No,4,No
100923,Female,>50,Yes,12,No
100924,Female,30-50,No,2,No
100925,Male,<30,No,7,No
100926,Male,<30,No,1,No
100927,Female,<30,Yes,9,No
100928,Male,>50,No,7,No
100929,Female,>50,No,7,No
100930,Male,>50,Yes,14,No
100931,Male,30-50,Yes,14,Yes
100932,Male,30-50,Yes,9,Yes
100933,Female,>50,No,2,No
100934,Male,<30,Yes,9,No
100935,Male,30-50,No,3,No
100936,Male,30-50,Yes,11,Yes
100937,Female,>50,Yes,13,No
100938,Female,30-50,Yes,7,No
100939,Male,<30,Yes,6,No
100940,Male,>50,Yes,7,Yes
100941,Female,30-50,Yes,9,Yes
100942,Female,>50,Yes,9,No
100943,Female,30-50,Yes,5,No
100944,Male,30-50,Yes,6,Yes
100945,Male,<30,Yes,12,No
100946,Female,<30,No,6,Yes
100947,Male,30-50,Yes,10,No
100948,Female,30-50,No,6,No
100949,Female,30-50,Yes,15,Yes
100950,Male,30-50,No,2,No
100951,Male,<30,Yes,10,Yes
100952,Male,30-50,Yes,10,Yes
100953,Female,30-50,Yes,6,Yes
100954,Female,30-50,Yes,13,No
100955,Female,<30,No,2,No
100956,Male,30-50,Yes,12,No
100957,Male,30-50,Yes,14,No
100958,Male,30-50,Yes,14,Yes
100959,Male,<30,Yes,7,No
100960,Female,30-50,Yes,10,Yes
100961,Male,30-50,No,7,No
100962,Female,30-50,Yes,7,No
100963,Female,30-50,Yes,15,No
100964,Female,<30,Yes,5,No
100965,Female,30-50,No,3,No
100966,Female,>50,Yes,15,Yes
100967,Female,<30,No,5,No
100968,Male,<30,No,6,No
100969,Female,30-50,Yes,10,Yes
100970,Female,30-50,Yes,13,No
100971,Female,>50,No,5,No
100972,Female,30-50,No,1,No
100973,Male,30-50,Yes,15,Yes
100974,Female,30-50,Yes,9,Yes
100975,Female,30-50,Yes,11,Yes
100976,Male,<30,No,2,No
100977,Female,30-50,Yes,7,No
100978,Male,>50,Yes,12,No
100979,Female,30-50,Yes,11,Yes
100980,Female,<30,Yes,12,Yes
100981,Male,30-50,No,7,No
100982,Female,<30,No,3,Yes
100983,Male,30-50,No,4,No
100984,Male,30-50,No,7,No
100985,Female,<30,Yes,15,No
100986,Male,>50,No,4,No
100987,Male,>50,No,5,No
100988,Male,<30,No,3,Yes
100989,Female,30-50,Yes,10,Yes
100990,Male,30-50,No,1,Yes
100991,Female,>50,Yes,11,Yes
100992,Male,>50,No,4,No
100993,Female,30-50,Yes,13,Yes
100994,Male,30-50,No,5,No
100995,Female,30-50,No,4,Yes
100996,Male,30-50,Yes,13,No
100997,Female,<30,Yes,10,Yes
100998,Male,<30,Yes,6,No
100999,Male,>50,No,3,No
101000,Male,>50,Yes,9,Yes
101001,Male,>50,Yes,10,Yes
101002,Female,<30,Yes,9,Yes
101003,Male,>50,Yes,11,No
101004,Female,<30,No,3,No
101005,Female,<30,No,6,No
101006,Male,30-50,Yes,5,Yes
101007,Male,<30,Yes,5,No
101008,Female,>50,Yes,12,No
101009,Female,30-50,Yes,12,Yes
101010,Male,<30,Yes,5,No
101011,Female,30-50,Yes,13,Yes
101012,Male,<30,Yes,10,No
101013,Male,30-50,Yes,8,No
101014,Female,>50,Yes,11,Yes
101015,Male,<30,Yes,8,No
101016,Female,30-50,Yes,10,No
101017,Female,30-50,No,1,No
101018,Female,30-50,Yes,10,Yes
101019,Male,>50,No,3,No
101020,Male,>50,No,6,No
101021,Female,30-50,Yes,12,Yes
101022,Female,30-50,Yes,15,Yes
101023,Female,30-50,Yes,6,No
101024,Male,30-50,Yes,7,No
101025,Female,>50,Yes,12,Yes
101026,Female,30-50,Yes,10,No
101027,Male,30-50,No,6,Yes
101028,Male,30-50,Yes,14,Yes
101029,Female,>50,No,1,Yes
101030,Female,<30,No,2,No
101031,Male,30-50,No,1,No
101032,Male,30-50,Yes,7,No
101033,Male,<30,No,4,No
101034,Male,>50,Yes,5,Yes
101035,Male,30-50,No,2,Yes
101036,Female,>50,Yes,7,No
101037,Female,30-50,Yes,7,Yes
101038,Male,30-50,Yes,13,No
101039,Female,30-50,No,6,No
101040,Male,>50,No,1,No
101041,Male,>50,No,2,No
101042,Female,<30,Yes,10,No
101043,Female,30-50,No,4,Yes
101044,Male,<30,Yes,12,No
101045,Female,30-50,Yes,13,Yes
101046,Male,<30,Yes,12,Yes
101047,Female,<30,Yes,12,No
101048,Female,30-50,Yes,9,Yes
101049,Male,30-50,Yes,12,No
101050,Male,>50,No,3,No
101051,Female,30-50,No,7,No
101052,Male,>50,Yes,14,Yes
101053,Female,<30,Yes,8,No
101054,Male,30-50,No,3,No
101055,Female,<30,No,5,No
101056,Male,>50,Yes,13,No
101057,Male,30-50,Yes,6,Yes
101058,Male,30-50,Yes,14,Yes
101059,Male,>50,Yes,15,No
101060,Male,30-50,Yes,14,No
101061,Female,30-50,Yes,14,Yes
101062,Female,<30,Yes,11,Yes
101063,Female,30-50,Yes,12,Yes
101064,Female,>50,No,1,No
101065,Male,30-50,No,4,Yes
101066,Male,30-50,No,6,No
101067,Female,<30,Yes,13,Yes
101068,Female,<30,Yes,11,No
101069,Female,30-50,No,5,No
101070,Male,30-50,No,6,No
101071,Male,<30,No,1,No
101072,Male,<30,No,4,No
101073,Male,<30,Yes,6,Yes
101074,Female,30-50,Yes,11,No
101075,Male,30-50,Yes,12,No
101076,Female,30-50,Yes,15,Yes
101077,Female,30-50,No,4,No
101078,Male,<30,Yes,7,Yes
101079,Female,>50,Yes,8,Yes
101080,Female,30-50,Yes,12,No
101081,Male,30-50,Yes,12,No
101082,Male,30-50,No,3,No
101083,Female,>50,No,3,No
101084,Male,<30,Yes,7,Yes
101085,Female,>50,No,5,No
101086,Male,30-50,No,1,No
101087,Male,<30,Yes,15,No
101088,Female,30-50,Yes,5,Yes
101089,Female,>50,Yes,13,No
101090,Female,30-50,No,4,No
101091,Male,>50,No,3,No
101092,Female,>50,Yes,9,No
101093,Male,30-50,Yes,8,Yes
101094,Female,30-50,No,5,No
101095,Male,30-50,No,6,No
101096,Male,<30,No,1,No
101097,Female,30-50,No,6,Yes
101098,Male,30-50,Yes,14,No
101099,Female,30-50,No,2,No
101100,Male,<30,Yes,15,Yes
101101,Male,30-50,Yes,6,No
101102,Female,30-50,Yes,14,Yes
101103,Male,30-50,Yes,8,No
101104,Female,>50,No,4,No
101105,Male,>50,Yes,10,Yes
101106,Male,30-50,Yes,5,No
101107,Male,30-50,Yes,11,No
101108,Male,30-50,Yes,9,No
101109,Female,<30,Yes,5,No
101110,Female,>50,Yes,13,Yes
101111,Female,<30,Yes,11,No
101112,Female,<30,No,1,Yes
101113,Male,>50,No,5,Yes
101114,Male,>50,No,6,No
101115,Female,30-50,No,1,Yes
101116,Female,30-50,Yes,15,Yes
101117,Female,30-50,No,6,No
101118,Female,30-50,Yes,12,No
101119,Male,30-50,Yes,13,Yes
101120,Male,30-50,Yes,6,Yes
101121,Female,30-50,No,6,Yes
101122,Male,30-50,No,3,No
101123,Male,<30,Yes,15,Yes
101124,Female,<30,No,3,No
101125,Female,<30,Yes,6,No
101126,Female,30-50,Yes,13,Yes
101127,Male,>50,Yes,9,No
101128,Male,30-50,Yes,9,Yes
101129,Female,>50,No,7,Yes
101130,Female,30-50,Yes,5,Yes
101131,Male,30-50,Yes,7,Yes
101132,Male,<30,Yes,12,No
101133,Female,30-50,Yes,10,No
101134,Female,30-50,No,1,No
101135,Female,30-50,Yes,12,Yes
101136,Female,30-50,Yes,5,Yes
101137,Female,30-50,Yes,12,Yes
101138,Female,>50,No,4,No
101139,Female,>50,Yes,10,No
101140,Female,<30,Yes,13,Yes
101141,Female,30-50,No,7,No
101142,Female,30-50,Yes,15,No
101143,Female,30-50,Yes,13,No
101144,Male,<30,Yes,8,No
101145,Female,<30,No,4,No
101146,Female,<30,No,5,No
101147,Male,30-50,Yes,5,No
101148,Female,<30,Yes,5,No
101149,Male,>50,Yes,13,No
101150,Female,>50,Yes,15,Yes
101151,Female,30-50,No,3,No
101152,Male,<30,No,4,No
101153,Male,<30,No,4,No
101154,Female,30-50,Yes,5,Yes
101155,Male,>50,No,1,No
101156,Female,30-50,Yes,7,No
101157,Male,30-50,Yes,6,No
101158,Female,30-50,No,3,No
101159,Female,>50,Yes,14,Yes
101160,Female,<30,Yes,9,No
101161,Female,<30,Yes,11,No
101162,Female,>50,Yes,11,No
101163,Female,30-50,No,7,Yes
101164,Female,>50,No,1,No
101165,Male,30-50,Yes,12,No
101166,Male,>50,Yes,15,No
101167,Male,<30,Yes,7,No
101168,Male,<30,Yes,8,Yes
101169,Male,30-50,No,3,No
101170,Female,30-50,Yes,14,Yes
101171,Male,30-50,No,3,Yes
101172,Male,>50,Yes,13,Yes
101173,Female,30-50,No,3,Yes
101174,Male,>50,Yes,15,No
101175,Male,>50,Yes,7,No
101176,Female,>50,Yes,9,No
101177,Female,<30,Yes,12,No
101178,Female,<30,Yes,13,Yes
101179,Male,<30,No,4,No
101180,Male,30-50,Yes,11,No
101181,Male,30-50,No,5,No
101182,Male,<30,Yes,6,No
101183,Male,<30,Yes,13,Yes
101184,Male,30-50,No,4,No
101185,Male,30-50,No,6,No
101186,Male,>50,No,7,No
101187,Male,>50,Yes,7,No
101188,Male,30-50,Yes,10,Yes
101189,Female,30-50,No,7,No
101190,Male,<30,Yes,13,Yes
101191,Female,30-50,Yes,13,Yes
101192,Female,30-50,No,7,No
101193,Male,<30,Yes,8,No
101194,Female,30-50,Yes,7,No
101195,Male,>50,Yes,9,Yes
101196,Female,30-50,Yes,14,Yes
101197,Male,30-50,No,7,Yes
101198,Female,30-50,Yes,13,Yes
101199,Female,<30,Yes,6,Yes
101200,Male,30-50,Yes,5,No
101201,Female,30-50,Yes,10,No
101202,Female,30-50,Yes,13,Yes
101203,Female,30-50,Yes,12,Yes
101204,Female,30-50,No,1,No
101205,Female,>50,Yes,15,No
101206,Male,>50,Yes,8,Yes
101207,Female,30-50,Yes,8,No
101208,Male,<30,Yes,10,Yes
101209,Female,30-50,Yes,10,Yes
101210,Female,30-50,Yes,13,Yes
101211,Male,30-50,No,3,No
101212,Female,30-50,Yes,9,Yes
101213,Male,>50,No,7,No
101214,Female,<30,No,1,No
101215,Female,30-50,No,6,No
101216,Female,>50,Yes,11,Yes
101217,Male,30-50,Yes,6,Yes
101218,Male,<30,Yes,12,Yes
101219,Female,>50,Yes,9,Yes
101220,Female,30-50,Yes,7,Yes
101221,Female,30-50,Yes,14,Yes
101222,Male,<30,No,3,No
101223,Female,>50,No,5,No
101224,Female,<30,Yes,13,Yes
101225,Male,30-50,Yes,5,Yes
101226,Male,30-50,Yes,11,No
101227,Female,30-50,Yes,11,No
101228,Female,>50,Yes,11,No
101229,Female,30-50,Yes,5,Yes
101230,Female,30-50,Yes,12,No
101231,Female,>50,Yes,13,No
101232,Male,<30,No,1,No
101233,Female,>50,Yes,7,No
101234,Female,30-50,No,4,No
101235,Female,30-50,Yes,14,No
101236,Female,30-50,No,5,Yes
101237,Male,>50,No,4,No
101238,Female,<30,Yes,9,Yes
101239,Male,30-50,Yes,12,Yes
101240,Male,30-50,Yes,14,Yes
101241,Female,30-50,No,2,Yes
101242,Female,30-50,Yes,13,No
101243,Male,<30,No,1,No
101244,Female,30-50,Yes,8,No
101245,Male,<30,No,4,No
101246,Male,30-50,No,7,No
101247,Female,30-50,Yes,7,No
101248,Female,30-50,No,6,No
101249,Female,30-50,Yes,13,Yes
101250,Male,>50,Yes,10,No
101251,Female,<30,Yes,9,Yes
101252,Male,30-50,No,4,No
101253,Male,<30,Yes,9,No
101254,Male,30-50,Yes,14,Yes
101255,Male,<30,Yes,8,No
101256,Female,>50,Yes,9,Yes
101257,Male,>50,Yes,5,No
101258,Male,>50,Yes,11,No
101259,Female,<30,No,3,No
101260,Male,30-50,Yes,6,Yes
101261,Female,30-50,Yes,8,Yes
101262,Female,30-50,No,5,No
101263,Female,30-50,No,5,Yes
101264,Female,>50,No,3,No
101265,Male,30-50,Yes,15,Yes
101266,Female,<30,No,2,No
101267,Female,30-50,No,7,No
101268,Female,>50,No,2,Yes
101269,Male,<30,Yes,5,No
101270,Female,>50,No,6,No
101271,Female,30-50,Yes,6,Yes
101272,Female,30-50,Yes,10,No
101273,Female,30-50,No,3,No
101274,Male,<30,Yes,8,No
101275,Female,>50,Yes,8,Yes
101276,Female,30-50,Yes,5,No
101277,Female,<30,Yes,5,Yes
101278,Female,30-50,No,1,No
101279,Female,<30,Yes,14,No
101280,Female,>50,Yes,10,No
101281,Male,30-50,Yes,5,No
101282,Female,30-50,Yes,9,Yes
101283,Female,30-50,No,4,No
101284,Male,30-50,Yes,11,No
101285,Female,>50,No,1,No
101286,Male,>50,Yes,12,No
101287,Female,30-50,Yes,8,No
101288,Male,30-50,Yes,6,No
101289,Male,<30,Yes,12,No
101290,Male,>50,Yes,10,No
101291,Female,<30,No,3,No
101292,Female,<30,Yes,8,No
101293,Female,30-50,No,2,Yes
101294,Male,>50,Yes,9,No
101295,Male,30-50,Yes,12,Yes
101296,Female,30-50,Yes,11,Yes
101297,Female,<30,No,5,No
101298,Male,<30,Yes,7,No
101299,Male,<30,No,6,No
101300,Female,<30,Yes,9,Yes
101301,Male,30-50,No,2,No
101302,Female,30-50,No,2,No
101303,Female,<30,Yes,6,No
101304,Male,>50,Yes,5,No
101305,Male,30-50,No,3,No
101306,Female,>50,No,6,No
101307,Female,<30,No,4,No
101308,Female,30-50,No,3,Yes
101309,Male,30-50,No,4,No
101310,Female,30-50,No,6,Yes
101311,Male,>50,No,7,No
101312,Female,>50,No,4,No
101313,Male,30-50,Yes,13,No
101314,Male,30-50,Yes,11,No
101315,Female,30-50,Yes,9,Yes
101316,Female,30-50,No,7,Yes
101317,Female,30-50,No,7,No
101318,Male,>50,Yes,15,No
101319,Male,<30,Yes,11,No
101320,Female,30-50,Yes,5,Yes
101321,Female,<30,Yes,11,Yes
101322,Female,30-50,No,3,No
101323,Male,30-50,Yes,7,No
101324,Female,>50,Yes,11,No
101325,Female,30-50,Yes,8,No
101326,Male,30-50,No,3,Yes
101327,Male,<30,Yes,10,No
101328,Male,30-50,Yes,14,Yes
101329,Female,30-50,Yes,9,No
101330,Male,<30,Yes,13,Yes
101331,Male,30-50,No,3,No
101332,Female,30-50,Yes,12,No
101333,Female,30-50,Yes,14,Yes
101334,Female,<30,Yes,12,No
101335,Female,>50,Yes,14,Yes
101336,Male,>50,Yes,5,No
101337,Male,>50,Yes,11,No
101338,Male,<30,No,4,No
101339,Female,>50,Yes,8,No
101340,Female,>50,Yes,7,No
101341,Female,30-50,Yes,12,Yes
101342,Male,30-50,Yes,15,No
101343,Female,>50,No,1,No
101344,Female,<30,Yes,7,No
101345,Male,30-50,No,4,No
101346,Female,>50,Yes,8,No
101347,Female,<30,Yes,13,Yes
101348,Male,30-50,Yes,8,No
101349,Male,>50,Yes,13,No
101350,Female,30-50,Yes,6,No
101351,Female,30-50,Yes,11,Yes
101352,Female,30-50,No,3,Yes
101353,Female,<30,No,7,No
101354,Female,30-50,Yes,13,Yes
101355,Female,30-50,No,1,No
101356,Female,30-50,No,2,Yes
101357,Male,30-50,Yes,7,Yes
101358,Male,<30,Yes,10,Yes
101359,Male,<30,No,1,No
101360,Male,30-50,Yes,10,No
101361,Male,<30,No,4,No
101362,Female,30-50,No,5,No
101363,Female,>50,No,1,No
101364,Male,>50,Yes,14,No
101365,Male,<30,Yes,8,Yes
101366,Female,>50,No,7,No
101367,Female,30-50,Yes,5,Yes
101368,Male,30-50,Yes,7,No
101369,Female,30-50,No,7,No
101370,Male,>50,Yes,5,No
101371,Female,<30,No,6,No
101372,Male,>50,No,6,No
101373,Female,>50,Yes,13,No
101374,Female,<30,Yes,6,Yes
101375,Female,30-50,No,3,No
101376,Male,30-50,Yes,6,No
101377,Female,30-50,Yes,8,Yes
101378,Male,>50,Yes,12,No
101379,Female,>50,Yes,7,No
101380,Female,>50,Yes,15,No
101381,Female,>50,Yes,13,Yes
101382,Male,30-50,Yes,15,No
101383,Female,30-50,Yes,15,Yes
101384,Female,<30,No,5,No
101385,Male,>50,No,7,No
101386,Female,>50,Yes,5,Yes
101387,Female,>50,Yes,7,No
101388,Male,<30,Yes,7,No
101389,Female,30-50,Yes,7,Yes
101390,Female,>50,No,5,No
101391,Male,30-50,Yes,13,No
101392,Female,<30,Yes,14,Yes
101393,Female,>50,Yes,9,No
101394,Male,30-50,No,3,No
101395,Female,<30,No,3,Yes
101396,Female,30-50,No,3,No
101397,Male,<30,No,1,Yes
101398,Female,30-50,Yes,12,No
101399,Female,30-50,Yes,11,Yes
101400,Female,30-50,Yes,14,Yes
101401,Female,<30,Yes,11,No
101402,Female,>50,Yes,11,No
101403,Male,30-50,Yes,12,Yes
101404,Female,<30,No,5,Yes
101405,Male,30-50,No,3,No
101406,Female,30-50,Yes,13,No
101407,Female,>50,Yes,10,Yes
101408,Female,30-50,Yes,5,No
101409,Male,<30,Yes,12,Yes
101410,Female,>50,Yes,11,No
101411,Female,30-50,No,2,Yes
101412,Male,<30,No,2,No
101413,Female,>50,Yes,9,No
101414,Female,>50,No,3,No
101415,Female,<30,No,2,No
101416,Female,30-50,No,1,No
101417,Male,>50,No,4,No
101418,Female,<30,No,6,No
101419,Male,30-50,No,7,Yes
101420,Female,30-50,Yes,9,Yes
101421,Female,<30,Yes,10,No
101422,Female,<30,Yes,15,No
101423,Male,<30,No,5,No
101424,Female,30-50,Yes,15,No
101425,Female,>50,Yes,15,Yes
101426,Male,30-50,Yes,7,No
101427,Female,30-50,Yes,10,Yes
101428,Female,>50,Yes,7,No
101429,Female,>50,No,7,No
101430,Male,<30,Yes,6,No
101431,Male,<30,Yes,5,No
101432,Female,30-50,Yes,9,No
101433,Male,<30,Yes,12,Yes
101434,Male,>50,Yes,13,No
101435,Male,>50,Yes,6,No
101436,Female,<30,Yes,8,Yes
101437,Female,30-50,No,5,No
101438,Female,>50,Yes,8,No
101439,Male,<30,Yes,14,No
101440,Female,>50,Yes,7,Yes
101441,Female,30-50,Yes,12,Yes
101442,Female,<30,No,5,Yes
101443,Male,30-50,Yes,11,No
101444,Female,30-50,No,5,No
101445,Male,<30,No,6,Yes
101446,Female,30-50,Yes,14,Yes
101447,Female,<30,Yes,9,No
101448,Female,30-50,Yes,8,Yes
101449,Female,30-50,No,3,No
101450,Female,<30,Yes,7,Yes
101451,Male,>50,Yes,14,No
101452,Male,<30,Yes,14,Yes
101453,Female,<30,Yes,9,No
101454,Female,>50,Yes,15,Yes
101455,Female,<30,No,3,No
101456,Female,<30,No,4,No
101457,Female,30-50,Yes,6,Yes
101458,Female,30-50,No,5,No
101459,Male,30-50,Yes,5,No
101460,Female,30-50,Yes,11,Yes
101461,Female,<30,No,4,Yes
101462,Male,30-50,No,4,No
101463,Male,30-50,Yes,6,Yes
101464,Male,30-50,No,5,Yes
101465,Female,30-50,Yes,14,Yes
101466,Female,>50,Yes,13,No
101467,Female,30-50,Yes,7,Yes
101468,Male,30-50,Yes,15,No
101469,Male,<30,Yes,15,No
101470,Female,<30,Yes,8,Yes
101471,Male,<30,No,6,No
101472,Female,30-50,No,5,Yes
101473,Male,<30,No,7,No
101474,Female,>50,Yes,6,No
101475,Female,>50,Yes,12,Yes
101476,Male,>50,Yes,11,No
101477,Male,30-50,Yes,12,Yes
101478,Female,30-50,Yes,11,Yes
101479,Female,30-50,No,3,No
101480,Female,30-50,Yes,7,Yes
101481,Female,30-50,No,2,Yes
101482,Male,30-50,Yes,5,Yes
101483,Female,>50,Yes,12,No
101484,Female,30-50,Yes,13,Yes
101485,Male,30-50,No,2,No
101486,Male,>50,No,4,No
101487,Male,>50,Yes,6,No
101488,Female,>50,No,1,No
101489,Female,30-50,No,3,No
101490,Female,30-50,No,2,Yes
101491,Female,<30,Yes,7,No
101492,Male,30-50,Yes,13,No
101493,Male,30-50,No,6,No
101494,Male,30-50,Yes,11,Yes
101495,Female,>50,Yes,6,Yes
101496,Female,30-50,Yes,11,Yes
101497,Male,30-50,No,7,No
101498,Male,>50,Yes,15,No
101499,Female,30-50,Yes,8,Yes
101500,Male,30-50,No,4,No
101501,Female,30-50,No,4,Yes
101502,Male,<30,No,4,No
101503,Female,>50,Yes,11,No
101504,Female,30-50,Yes,9,Yes
101505,Female,30-50,Yes,11,No
101506,Female,30-50,No,2,Yes
101507,Male,30-50,Yes,5,No
101508,Male,30-50,No,6,Yes
101509,Female,30-50,No,2,No
101510,Female,>50,No,1,No
101511,Male,<30,Yes,15,Yes
101512,Male,>50,Yes,12,No
101513,Male,30-50,No,4,No
101514,Female,>50,No,5,No
101515,Female,30-50,Yes,5,Yes
101516,Female,30-50,Yes,11,Yes
101517,Female,>50,Yes,11,Yes
101518,Female,30-50,Yes,10,Yes
101519,Female,30-50,Yes,14,Yes
101520,Female,<30,Yes,14,Yes
101521,Male,30-50,No,5,Yes
101522,Male,30-50,No,5,No
101523,Female,<30,No,7,No
101524,Male,30-50,No,4,Yes
101525,Female,30-50,No,1,Yes
101526,Female,<30,No,3,Yes
101527,Male,30-50,No,4,No
101528,Female,30-50,No,4,Yes
101529,Female,30-50,Yes,5,Yes
101530,Male,30-50,Yes,9,No
101531,Male,30-50,No,4,No
101532,Female,<30,Yes,5,Yes
101533,Male,>50,Yes,11,No
101534,Male,>50,Yes,12,No
101535,Female,<30,No,3,No
101536,Male,<30,Yes,12,No
101537,Female,30-50,Yes,5,No
101538,Female,30-50,Yes,7,Yes
101539,Female,<30,Yes,11,Yes
101540,Male,30-50,Yes,15,No
101541,Female,30-50,Yes,7,Yes
101542,Female,30-50,No,5,No
101543,Male,>50,Yes,9,No
101544,Female,30-50,Yes,8,Yes
101545,Male,>50,Yes,12,Yes
101546,Male,<30,Yes,11,Yes
101547,Female,30-50,Yes,13,Yes
101548,Male,<30,No,4,No
101549,Male,30-50,Yes,8,Yes
101550,Male,>50,No,6,No
101551,Male,>50,No,4,No
101552,Male,30-50,Yes,11,No
101553,Female,30-50,No,4,No
101554,Male,>50,Yes,6,Yes
101555,Male,30-50,No,6,No
101556,Female,30-50,Yes,5,Yes
101557,Male,<30,No,7,No
101558,Female,<30,Yes,11,No
101559,Male,<30,Yes,9,No
101560,Female,<30,Yes,10,No
101561,Female,<30,No,3,No
101562,Male,30-50,Yes,8,Yes
101563,Male,>50,No,2,No
101564,Male,>50,Yes,12,No
101565,Male,30-50,Yes,5,No
101566,Female,>50,Yes,14,Yes
101567,Female,>50,Yes,11,No
101568,Male,30-50,No,6,No
101569,Female,>50,Yes,6,Yes
101570,Female,30-50,Yes,7,Yes
101571,Female,30-50,Yes,15,No
101572,Female,<30,No,6,Yes
101573,Male,>50,No,2,No
101574,Female,<30,Yes,12,Yes
101575,Male,>50,Yes,5,Yes
101576,Male,<30,Yes,9,No
101577,Female,30-50,Yes,6,No
101578,Female,30-50,No,7,No
101579,Female,>50,No,6,No
101580,Female,30-50,Yes,8,No
101581,Male,30-50,No,2,No
